id	votes	electorate	winner	Lab	C	LD	Green	UKIP	SNP	DUP	SF	PC	Alliance	SDLP	Speaker	ind	BNP	Respect
W07000058	29966	44593	C	7336	10734	5786		632				5341
E14000920	41408	67068	Lab	20169	7202	9664		1889
E14000930	47742	77473	Lab	21884	16361	6943	542	1517
E14000944	24736	62979	Lab	12493	2857	352		5988									711
E14000955	44412	74532	Lab	16326	16134	9256	600	1928
E14000956	44187	71931	Lab	17001	14588	9865	881	1726
E14000967	40879	69081	Lab	16189	13445	6965	679	1342
S14000057	46841	66080	Lab	19558	11254	6797	746	395	8091
E14000969	39128	62879	Lab	16697	9913	9778	677	862
E14000970	39498	66752	Lab	16923	10247	6342		1556
E14000972	32470	61003	Lab	12605	6833	7039		1402
E14000973	40196	72054	Lab	17815	9580	7120		2485
E14000974	39852	68032	Lab	15446	11316	6323		1363
E14000978	46837	74532	Lab	20037	8578	16778	861
E14000979	44910	70991	Lab	21821	12886	7601	916	1508
E14000982	42463	74485	Lab	19495	12770	7191		1094
W07000048	32676	59823	Lab	16819	4823	5981	318	839				2181
W07000047	35593	61334	Lab	12335	7407	11831	404	716				1437
E14000989	41310	65061	Lab	15974	14996	6399		2428
E14000998	50655	73840	Lab	22038	19514	7509	609	624
W07000053	37640	61183	Lab	16847	7541	6264	438	862				2005
E14001002	40687	68834	Lab	24128	6064	7197	980	466
E14001006	52668	75680	Lab	23860	18121	7845	538	900
E14000853	46405	77690	Lab	23505	8514	10621		1306
W07000060	35534	55781	Lab	15017	12508	4472		515				2068
E14001008	43191	74811	Lab	21498	9301	10847	708
E14001009	44444	70812	Lab	17454	15841	7256	873
E14001010	41654	65915	Lab	21578	13071	5693		1205
E14001011	36187	64034	Lab	13385	12395	4754		1737
E14001012	40882	64387	Lab	16211	14456	5880		3449
E14001013	40994	64625	Lab	21252	5734	11774	767	823
E14001014	38273	61782	Lab	17548	6714	10517	601	974
E14001016	38270	62751	Lab	20240	9484	5929		2617
E14001017	44211	70473	Lab	20135	13364	9196
E14001020	37334	68910	Lab	19615	8157	6382		1267
E14001028	42106	72586	Lab	21316	7396	6787		3418
E14001029	37950	62668	Lab	17657	10961	4993		984
E14001030	36171	64859	Lab	16263	10612	4336		1566
E14001032	46951	85313	Lab	29422	6888	5392	645	766
E14001036	39598	66739	Lab	17377	15251	5513	478	315
E14001039	44140	75407	Lab	21404	10917	6797		2516
E14001043	39906	56099	Lab	16276	15745	6611		1274
E14001049	34894	58931	Lab	14448	11964	4711		1138
E14001050	34707	59884	Lab	16505	9912	5277		2675
E14001053	39259	59607	Lab	17865	13290	5318		876
E14001054	41701	72473	Lab	17892	13555	6883		2037
W07000044	32976	50872	Lab	12161	8375	8503		774				2029
E14001059	23865	85058	Lab	13261	3479	1176	748	4301									700
W07000041	34444	50075	Lab	11490	7744	2592		1201				9029
E14001061	46483	76439	Lab	18573	12122	11694	1669	1100
S14000058	45195	66110	LD	6159	13678	17362		397	7086
S14000005	45207	67165	LD	10274	10861	14292	789		8563
E14000547	47086	66686	LD	3251	14768	26651	1120	890
E14000553	44651	77628	LD	13060	7638	21590	718
E14000554	38439	56578	LD	5061	14116	16806		1243
S14000008	49014	73826	LD	5003	16555	22230		595	4497
E14000568	40850	72321	LD	13160	7836	16162		1190
E14000587	40457	65116	LD	13272	10860	13637
W07000068	38845	53589	LD	4096	14182	17929	341	876				989
E14000591	45323	74046	LD	18681	5067	20026	668
E14000602	55347	82728	LD	15227	10169	26593	2090	655
E14000609	41845	66615	LD	13114	6950	14932		929
S14000009	28768	47263	LD	7081	3744	11907			5516
E14000617	50130	74699	LD	12174	12829	19621	3804	1195
W07000050	36151	61165	LD	10400	7799	14976	575	765				1246
E14000621	45918	66524	LD	4015	16920	22180	355	1348
W07000064	38258	59882	LD	2210	4421	19139	696	977				10815
E14000627	52512	71635	LD	4920	21445	24717		1430
E14000630	52786	78998	LD	2703	21739	26659		1192
E14000635	52385	72106	LD	3620	21500	23970	446	1783
E14000644	46139	74064	LD	5680	15169	22151	694	1350
E14000837	46844	67940	LD	1971	19531	22512		2300
E14000838	51321	74508	LD	2671	18484	24305	697	3720
E14000815	46788	64660	LD	2748	20831	21100		2109
S14000018	47948	63795	LD	16367	7431	18551		545	5054
E14000684	52124	77840	LD	2497	21223	24658		1305
E14000685	41616	79004	LD	4088	10559	13342		11571								768
S14000026	46447	65159	LD	12881	10767	16684			6115
S14000049	40064	62771	LD	6869	8715	17763		1032	5685
S14000037	48775	73420	LD	9811	9111	17575	752		10827
E14000738	41981	62300	LD	5234	14114	20485		2148
E14000752	55042	78748	LD	18720	9174	25595	1261
S14000039	47086	72528	LD	10407	6278	19172	789	574	8803
E14000770	57111	81115	LD	5337	20868	28428	555	1450
E14000780	43483	65399	LD	9132	11550	20653	508	600
E14000786	50088	68708	LD	2508	18401	26048	729	1728
E14000809	45031	74371	LD	18216	5005	20110	798	698
E14000848	49661	67851	LD	2896	15928	27554	508	2680
E14000864	47551	73649	LD	13650	10902	13960	7095	1145
S14000051	19346	33085	LD	2061	2032	11989		1222	2042
E14000884	41264	70242	LD	5640	13721	18921	716	876
E14000891	41963	67127	LD	13741	5790	18955		1875
S14000055	34838	51836	LD	5265	4260	18335	777	659	5263
E14000961	47238	75284	LD	3386	18877	20189		1757
E14000964	45921	66944	LD	3751	17900	19619	1308	2560
E14000922	51135	68798	LD	8228	12040	27324	919	1195
E14000931	55129	76288	LD	4891	23460	23635		1200
E14000932	60612	81548	LD	2675	26976	28793		1932
E14000958	43757	67200	LD	4116	15683	21707		2251
E14000984	48508	66658	LD	3376	20548	22156	246	950
E14000988	58150	82507	LD	2967	24538	28531		2114
E14000994	48226	64092	LD	3385	17916	25032		1709
E14000999	49210	76244	LD	3231	19048	23126	468	2628
E14001005	59721	80569	LD	4583	20343	32483	674	868
E14001026	55864	79432	LD	4198	23760	24560	631	1711
E14001037	51487	66988	LD	1158	18632	30896		801
E14001060	57160	82314	LD	2991	18807	31843		2357
W07000057	26078	41198	PC	7928	4416	3666		685				9383
W07000067	38011	52385	PC	10065	8506	4609		1285				13546
W07000061	28906	45354	PC	4021	6447	3538		776				12814
E14000589	32814	64613	Respect	8201	2746	1505	481	1085										18341
S14000004	37960	62860	SNP	6535	11738	4090		577	15020
S14000007	38466	64300	SNP	5382	11841	4365			15868
S14000015	40568	65471	SNP	13529	6177	4285	542	431	15350
S14000046	41004	65925	SNP	7007	10683	5956		1085	16273
S14000027	14717	21780	SNP	4838	647	1097			6723
S14000054	48268	72141	SNP	7923	14739	5954			19118
E14000608	48335	74989	Speaker					8401							22860
E14000642	35338	69118	UKIP	3957	8709	483	688	21113
E14000898	40065	79163	UKIP	6713	13947	349	1692	16867
